protein_name,subcellular_location,cellular_location,sequence_length
P38339,Cytoplasm,S,666
P57752,Cytoplasm,S,92
Q19420,Cytoplasm,S,285
P56628,Cytoplasm,S,122
P47177,Cytoplasm,S,404
P47176,Cytoplasm,S,376
Q15051,Cytoplasm,S,598
Q9XEX2,Cytoplasm,S,162
Q9Z0E1,Cytoplasm,S,529
Q9UQW6,Cytoplasm,S,395
O14455,Cytoplasm,S,100
Q9BU02,Cytoplasm,S,230
Q9USW1,Cytoplasm,S,791
Q06333,Cytoplasm,S,122
Q8BIL5,Cytoplasm,S,728
P53169,Cytoplasm,S,641
Q9C110,Cytoplasm,S,105
Q8BG18,Cytoplasm,S,352
O14185,Cytoplasm,S,174
O14183,Cytoplasm,S,151
Q1PFB9,Cytoplasm,S,555
Q0WPU1,Cytoplasm,S,1522
Q5VST9-3,Cytoplasm,S,6620
P57113,Cytoplasm,S,216
P62932,Cytoplasm,S,710
P69301,Cytoplasm,S,92
O18388,Cytoplasm,S,884
Q9SRV1,Cytoplasm,S,465
Q10411,Cytoplasm,S,1957
Q9H0W5,Cytoplasm,S,538
Q12494,Cytoplasm,S,1050
Q9P2K6,Cytoplasm,S,505
Q38900,Cytoplasm,S,173
O13865,Cytoplasm,S,681
Q05948,Cytoplasm,S,407
F4JWB3,Cytoplasm,S,833
O13648,Cytoplasm,S,543
R4ZGN4,Cytoplasm,S,1405
P35207,Cytoplasm,S,1287
Q76G19,Cytoplasm,S,769
O14077,Cytoplasm,S,969
Q08257,Cytoplasm,S,329
Q9SA73,Cytoplasm,S,394
Q4VAA2,Cytoplasm,S,281
Q02833,Cytoplasm,S,373
P32644,Cytoplasm,S,1121
Q8K4P8,Cytoplasm,S,1604
Q8IYA6,Cytoplasm,S,745
Q9D0C1,Cytoplasm,S,305
F4JTP5,Cytoplasm,S,575
Q9NPP4,Cytoplasm,S,1024
Q78JE5,Cytoplasm,S,402
P51161-2,Cytoplasm,S,177
Q8N392,Cytoplasm,S,663
Q12271,Cytoplasm,S,1107
Q96PC2,Cytoplasm,S,410
Q12276,Cytoplasm,S,1246
A8ICS9,Cytoplasm,S,2784
O43048,Cytoplasm,S,834
O95819,Cytoplasm,S,1239
Q71A39,Cytoplasm,S,316
Q8S3U9,Cytoplasm,S,1090
Q8T2I8,Cytoplasm,S,1167
O94724,Cytoplasm,S,108
O96033,Cytoplasm,S,88
Q07799,Cytoplasm,S,665
Q523C3,Cytoplasm,S,491
Q9Y7U7,Cytoplasm,S,878
Q9Y7U6,Cytoplasm,S,1334
Q9WVS4,Cytoplasm,S,420
Q20347,Cytoplasm,S,363
Q6ZMR3,Cytoplasm,S,332
Q02733,Cytoplasm,S,499
Q9SQ70,Cytoplasm,S,321
P40031,Cytoplasm,S,143
Q9HCH0,Cytoplasm,S,1330
Q8VHK2,Cytoplasm,S,1430
Q9H4B7,Cytoplasm,S,451
Q2QYF3,Cytoplasm,S,660
Q96G61,Cytoplasm,S,164
Q12108,Cytoplasm,S,567
Q9Z1B2,Cytoplasm,S,225
Q9Y825,Cytoplasm,S,408
Q9NZQ9,Cytoplasm,S,345
Q9CQS7,Cytoplasm,S,118
O60343,Cytoplasm,S,1298
Q9XUC2,Cytoplasm,S,252
P36167,Cytoplasm,S,246
Q91V36,Cytoplasm,S,499
P81299,Cytoplasm,S,1063
Q9USH9,Cytoplasm,S,822
Q21341,Cytoplasm,S,698
Q12017,Cytoplasm,S,286
Q9ULP0,Cytoplasm,S,352
P37012,Cytoplasm,S,569
Q9ULP9,Cytoplasm,S,559
P80210,Cytoplasm,S,433
Q9UUD0,Cytoplasm,S,501
O74985,Cytoplasm,S,729
P15442,Cytoplasm,S,1659
P0CT04,Cytoplasm,S,75
Q02326,Cytoplasm,S,176
O48791,Cytoplasm,S,496
Q8MQJ9,Cytoplasm,S,1037
Q12701,Cytoplasm,S,592
Q9HDT8,Cytoplasm,S,247
A2ZDX9,Cytoplasm,S,172
P50579,Cytoplasm,S,478
Q8WXB1,Cytoplasm,S,218
Q9H6D7,Cytoplasm,S,363
Q4AC94,Cytoplasm,S,2353
Q5RJL0,Cytoplasm,S,282
P69300,Cytoplasm,S,92
Q9LX12,Cytoplasm,S,510
P32461,Cytoplasm,S,534
Q60760,Cytoplasm,S,621
Q8C0L9,Cytoplasm,S,675
Q9XW79,Cytoplasm,S,333
Q0VDF9,Cytoplasm,S,509
O74526,Cytoplasm,S,781
O74521,Cytoplasm,S,678
Q9P6R4,Cytoplasm,S,331
Q6AYD6,Cytoplasm,S,349
O42906,Cytoplasm,S,367
Q2L4W6,Cytoplasm,S,567
P17156,Cytoplasm,S,633
Q2M3C7,Cytoplasm,S,1700
O94413,Cytoplasm,S,321
Q23500,Cytoplasm,S,887
Q03017,Cytoplasm,S,500
P53090,Cytoplasm,S,500
P0C090,Cytoplasm,S,1187
P38348,Cytoplasm,S,480
Q3UIZ8,Cytoplasm,S,795
P38340,Cytoplasm,S,232
P38344,Cytoplasm,S,393
Q5U1Z0,Cytoplasm,S,1386
Q9BZR8,Cytoplasm,S,327
Q9VF87,Cytoplasm,S,1291
P31688,Cytoplasm,S,896
Q6ZU15,Cytoplasm,S,432
P47181,Cytoplasm,S,346
A1ZA47,Cytoplasm,S,2194
O94307,Cytoplasm,S,154
Q99PT1,Cytoplasm,S,204
Q9BDB7,Cytoplasm,S,447
Q03786,Cytoplasm,S,193
Q03785,Cytoplasm,S,461
Q03780,Cytoplasm,S,787
D4P3R7,Cytoplasm,S,1940
Q9UST9,Cytoplasm,S,378
Q8NJU8,Cytoplasm,S,989
P53137,Cytoplasm,S,624
Q383A1,Cytoplasm,S,812
O18734,Cytoplasm,S,147
Q19286,Cytoplasm,S,543
Q8TFG6,Cytoplasm,S,1318
O13822,Cytoplasm,S,397
Q9DAN6,Cytoplasm,S,167
Q229Z6,Cytoplasm,S,634
Q05D44,Cytoplasm,S,1216
Q91VJ2,Cytoplasm,S,260
Q8VZ59,Cytoplasm,S,417
O95848,Cytoplasm,S,222
Q09933,Cytoplasm,S,882
O94246,Cytoplasm,S,287
Q1MX18,Cytoplasm,S,579
O44406,Cytoplasm,S,582
P02407,Cytoplasm,S,136
P02400,Cytoplasm,S,110
P24386,Cytoplasm,S,653
Q01657,Cytoplasm,S,459
Q924T7,Cytoplasm,S,1066
O44408,Cytoplasm,S,390
Q9H4H8,Cytoplasm,S,585
P53808,Cytoplasm,S,214
Q6B8I1,Cytoplasm,S,188
Q8SWR8,Cytoplasm,S,1084
Q55FT4,Cytoplasm,S,2247
Q99666,Cytoplasm,S,1765
Q9ULE6,Cytoplasm,S,856
Q9FGX1,Cytoplasm,S,608
O23826,Cytoplasm,S,1006
G5EEM5,Cytoplasm,S,1415
I6WU39,Cytoplasm,S,101
Q1MTQ1,Cytoplasm,S,628
Q8MKF1,Cytoplasm,S,219
P28708,Cytoplasm,S,518
Q8SY41,Cytoplasm,S,1122
Q8WUY3,Cytoplasm,S,3088
O08582,Cytoplasm,S,668
Q96PF2,Cytoplasm,S,358
Q10092,Cytoplasm,S,222
Q13042,Cytoplasm,S,620
Q9M811,Cytoplasm,S,543
P41805,Cytoplasm,S,221
Q9UTI7,Cytoplasm,S,625
P23258,Cytoplasm,S,451
P50094,Cytoplasm,S,524
P22674,Cytoplasm,S,350
B7ZFT1,Cytoplasm,S,101
U4PR86,Cytoplasm,S,706
Q9NKV0,Cytoplasm,S,376
Q9SYD8,Cytoplasm,S,210
Q9TU03,Cytoplasm,S,200
Q12245,Cytoplasm,S,148
Q9GZZ1,Cytoplasm,S,169
Q27884,Cytoplasm,S,303
Q54Q99,Cytoplasm,S,483
Q8TC44,Cytoplasm,S,478
Q9H9G7,Cytoplasm,S,860
P25704,Cytoplasm,S,434
P42932,Cytoplasm,S,548
O96007,Cytoplasm,S,188
O22133,Cytoplasm,S,364
P05619,Cytoplasm,S,379
F4HWY6,Cytoplasm,S,1529
Q9Y7R1,Cytoplasm,S,266
Q9UPQ3,Cytoplasm,S,857
Q9LDL7,Cytoplasm,S,490
Q54IH8,Cytoplasm,S,542
Q2KHM9,Cytoplasm,S,967
Q9UUJ3,Cytoplasm,S,670
Q06817,Cytoplasm,S,618
Q9P940,Cytoplasm,S,248
P0CX40,Cytoplasm,S,200
P0CE95,Cytoplasm,S,2492
Q8K1N4,Cytoplasm,S,545
Q16828,Cytoplasm,S,381
B7F8P5,Cytoplasm,S,171
O59675,Cytoplasm,S,192
Q10277,Cytoplasm,S,533
Q8TGA0,Cytoplasm,S,941
Q9HGM9,Cytoplasm,S,476
P40976,Cytoplasm,S,1419
Q6QZQ4,Cytoplasm,S,171
O74428,Cytoplasm,S,451
Q9P7B0,Cytoplasm,S,391
Q9C5C0,Cytoplasm,S,615
Q53H96,Cytoplasm,S,274
Q08886,Cytoplasm,S,897
Q96A58,Cytoplasm,S,199
P25567,Cytoplasm,S,434
P54136,Cytoplasm,S,660
P36003,Cytoplasm,S,928
P36006,Cytoplasm,S,1272
P36004,Cytoplasm,S,724
P34217,Cytoplasm,S,668
Q06836,Cytoplasm,S,1226
Q5VWZ2-2,Cytoplasm,S,221
Q9BQ89,Cytoplasm,S,295
Q4JIM5,Cytoplasm,S,1182
Q9N5L4,Cytoplasm,S,485
Q91903,Cytoplasm,S,389
Q8WXC3,Cytoplasm,S,89
Q7TMK6,Cytoplasm,S,716
P60841,Cytoplasm,S,121
Q9NVN3,Cytoplasm,S,520
Q9VYS4,Cytoplasm,S,1373
Q804A5,Cytoplasm,S,218
P06730,Cytoplasm,S,217
P25157,Cytoplasm,S,457
Q9BRX8,Cytoplasm,S,229
Q9USX7,Cytoplasm,S,526
P38427,Cytoplasm,S,1098
P38426,Cytoplasm,S,1054
O42914,Cytoplasm,S,284
P59644,Cytoplasm,S,1003
Q3Y452,Cytoplasm,S,100
B9VRJ2,Cytoplasm,S,321
P91124,Cytoplasm,S,430
Q68FE6,Cytoplasm,S,1223
O00936,Cytoplasm,S,1171
Q4J6C6,Cytoplasm,S,727
Q91637,Cytoplasm,S,682
Q21067,Cytoplasm,S,622
Q21065,Cytoplasm,S,581
Q20757,Cytoplasm,S,553
Q76N32,Cytoplasm,S,757
Q53GT1,Cytoplasm,S,634
O94334,Cytoplasm,S,396
Q6NYC8-4,Cytoplasm,S,165
Q49B96,Cytoplasm,S,90
Q9UJC3,Cytoplasm,S,728
C4P6S0,Cytoplasm,S,806
Q96IV0,Cytoplasm,S,654
Q3KNI6,Cytoplasm,S,218
Q9USU1,Cytoplasm,S,987
Q9YH12,Cytoplasm,S,467
P91276,Cytoplasm,S,531
Q9LVC6,Cytoplasm,S,962
Q9SE42,Cytoplasm,S,228
Q9FMB4,Cytoplasm,S,796
Q00647,Cytoplasm,S,1249
P17555,Cytoplasm,S,526
O76003,Cytoplasm,S,335
P83299,Cytoplasm,S,259
P56288,Cytoplasm,S,458
Q9H4A3,Cytoplasm,S,2382
Q80UG5,Cytoplasm,S,583
P04551,Cytoplasm,S,297
Q9P789,Cytoplasm,S,1065
Q9P2M1,Cytoplasm,S,347
O15273,Cytoplasm,S,167
O43001,Cytoplasm,S,1076
O96876,Cytoplasm,S,160
Q3TYQ9,Cytoplasm,S,1336
P00491,Cytoplasm,S,289
Q8TF40,Cytoplasm,S,1166
Q09697,Cytoplasm,S,777
Q9NVR7,Cytoplasm,S,557
Q9NVR5,Cytoplasm,S,837
Q9CA40,Cytoplasm,S,147
Q04418,Cytoplasm,S,439
Q8NHV4,Cytoplasm,S,660
Q04412,Cytoplasm,S,482
Q54UC9,Cytoplasm,S,1193
P00360,Cytoplasm,S,332
Q04093,Cytoplasm,S,687
Q84TC2,Cytoplasm,S,374
A9Q751,Cytoplasm,S,836
Q8GYB8,Cytoplasm,S,374
P00560,Cytoplasm,S,416
Q7TS74,Cytoplasm,S,745
Q99622,Cytoplasm,S,126
Q7TS73,Cytoplasm,S,204
Q23K29,Cytoplasm,S,1034
O60187,Cytoplasm,S,660
F2Z461,Cytoplasm,S,1003
P41831,Cytoplasm,S,409
P07281,Cytoplasm,S,144
P07280,Cytoplasm,S,144
Q94K80,Cytoplasm,S,523
O96013,Cytoplasm,S,591
Q18892,Cytoplasm,S,1599
P41238,Cytoplasm,S,236
P91349,Cytoplasm,S,1198
Q99247,Cytoplasm,S,1116
Q62048,Cytoplasm,S,130
Q9UTC7,Cytoplasm,S,462
Q7L3B6,Cytoplasm,S,337
Q93V56,Cytoplasm,S,212
O61585,Cytoplasm,S,690
Q9FJX5,Cytoplasm,S,372
Q9Y7S2,Cytoplasm,S,375
Q9Y7S6,Cytoplasm,S,470
Q99395,Cytoplasm,S,206
Q9N5M6,Cytoplasm,S,614
Q8IIK4,Cytoplasm,S,219
Q812E0,Cytoplasm,S,521
Q3V016,Cytoplasm,S,616
Q9CWU5,Cytoplasm,S,440
Q76IC5,Cytoplasm,S,209
Q96G04,Cytoplasm,S,330
Q5XI32,Cytoplasm,S,272
O43402,Cytoplasm,S,210
Q9Z335,Cytoplasm,S,417
Q94BT9,Cytoplasm,S,76
Q16543,Cytoplasm,S,378
Q12387,Cytoplasm,S,796
Q12461,Cytoplasm,S,358
Q568P9,Cytoplasm,S,402
Q9HGL2,Cytoplasm,S,1116
P26196,Cytoplasm,S,483
O74432,Cytoplasm,S,303
H6D7E6,Cytoplasm,S,1554
O74436,Cytoplasm,S,597
P36102,Cytoplasm,S,679
Q9VCA8,Cytoplasm,S,4001
P36105,Cytoplasm,S,138
O43314,Cytoplasm,S,1243
P36117,Cytoplasm,S,915
Q9C030,Cytoplasm,S,488
A6NK89,Cytoplasm,S,507
P48163,Cytoplasm,S,572
A8J8F6,Cytoplasm,S,482
Q9XG54,Cytoplasm,S,376
Q9SYM5,Cytoplasm,S,669
Q9FV70,Cytoplasm,S,396
C6KT50,Cytoplasm,S,301
Q9UUF2,Cytoplasm,S,782
Q96MI9,Cytoplasm,S,1066
Q9VWQ2,Cytoplasm,S,483
Q9UJP4,Cytoplasm,S,597
P85515,Cytoplasm,S,376
O74729,Cytoplasm,S,173
Q9P7I2,Cytoplasm,S,335
O42854,Cytoplasm,S,1611
Q15814,Cytoplasm,S,346
P40363,Cytoplasm,S,299
Q9P0R6,Cytoplasm,S,139
A2AQ25,Cytoplasm,S,1946
Q64282,Cytoplasm,S,463
Q9HDZ0,Cytoplasm,S,330
P0CX25,Cytoplasm,S,92
Q641A1,Cytoplasm,S,509
O70400,Cytoplasm,S,327
Q16613,Cytoplasm,S,207
Q16612,Cytoplasm,S,68
Q2QAV0,Cytoplasm,S,1322
O94435,Cytoplasm,S,234
Q9P6P3,Cytoplasm,S,534
P30625,Cytoplasm,S,366
P25369,Cytoplasm,S,354
P40561,Cytoplasm,S,250
P40563,Cytoplasm,S,679
Q8LFL8,Cytoplasm,S,128
Q96WW1,Cytoplasm,S,421
Q8K4T4,Cytoplasm,S,1212
Q8K4T4-2,Cytoplasm,S,965
P38167,Cytoplasm,S,1117
Q9C0I1,Cytoplasm,S,747
P51668,Cytoplasm,S,147
Q920B0,Cytoplasm,S,1035
Q5VCS6,Cytoplasm,S,1040
P46614,Cytoplasm,S,504
Q8MUF9,Cytoplasm,S,649
P14127,Cytoplasm,S,136
Q08641,Cytoplasm,S,628
Q9U489,Cytoplasm,S,1147
O94324,Cytoplasm,S,1032
Q6PKG0,Cytoplasm,S,1096
Q9USR0,Cytoplasm,S,404
Q10225,Cytoplasm,S,523
Q9DB60,Cytoplasm,S,201
O44518,Cytoplasm,S,1262
Q7L5D6,Cytoplasm,S,327
P52565,Cytoplasm,S,204
Q36736,Cytoplasm,S,92
P09052,Cytoplasm,S,661
Q6GNL4,Cytoplasm,S,249
Q940S3,Cytoplasm,S,505
Q9BT25,Cytoplasm,S,410
O14319,Cytoplasm,S,569
O14317,Cytoplasm,S,110
Q6Q3H2,Cytoplasm,S,556
G3X982,Cytoplasm,S,1335
Q960N3,Cytoplasm,S,483
Q9NTK1,Cytoplasm,S,212
P39016,Cytoplasm,S,859
Q9V3P0,Cytoplasm,S,194
Q922Y1,Cytoplasm,S,297
P32909,Cytoplasm,S,740
O13833,Cytoplasm,S,405
Q5ZR76,Cytoplasm,S,482
O13837,Cytoplasm,S,474
P49025,Cytoplasm,S,2055
Q9CA51,Cytoplasm,S,102
Q04409,Cytoplasm,S,500
Q9C9C9,Cytoplasm,S,350
P23128,Cytoplasm,S,459
Q9P209,Cytoplasm,S,647
Q9GN62,Cytoplasm,S,617
Q9W590,Cytoplasm,S,606
Q9SHS8,Cytoplasm,S,537
Q09757,Cytoplasm,S,191
Q9ERC1,Cytoplasm,S,1912
Q53GG5,Cytoplasm,S,364
P28273,Cytoplasm,S,1286
Q9H7D7,Cytoplasm,S,661
O13944,Cytoplasm,S,945
Q8NEL9,Cytoplasm,S,900
O13943,Cytoplasm,S,469
Q18066,Cytoplasm,S,640
P0CF96,Cytoplasm,S,64
Q28283,Cytoplasm,S,343
Q2PQA9,Cytoplasm,S,963
Q96P47,Cytoplasm,S,875
Q9FKW8,Cytoplasm,S,136
P32614,Cytoplasm,S,470
Q6P9H5,Cytoplasm,S,292
P32589,Cytoplasm,S,693
Q8CIQ7,Cytoplasm,S,2027
Q09773,Cytoplasm,S,1428
Q9C8M3,Cytoplasm,S,224
O42845,Cytoplasm,S,251
Q94AA4,Cytoplasm,S,489
Q66KE8,Cytoplasm,S,559
Q9Y7P6,Cytoplasm,S,574
Q9WVP9,Cytoplasm,S,655
P48375,Cytoplasm,S,108
Q58EE9,Cytoplasm,S,444
Q9USV4,Cytoplasm,S,292
Q24311,Cytoplasm,S,774
O94630,Cytoplasm,S,379
Q9QZH7,Cytoplasm,S,276
Q3BBV0,Cytoplasm,S,1214
Q9V3B4,Cytoplasm,S,239
Q9P6K4,Cytoplasm,S,842
Q6PRD7,Cytoplasm,S,247
Q5MPA9,Cytoplasm,S,767
Q8K1H1,Cytoplasm,S,1086
Q9Z320,Cytoplasm,S,448
Q05468,Cytoplasm,S,723
Q08689,Cytoplasm,S,176
Q9VA38,Cytoplasm,S,1105
Q9VU87,Cytoplasm,S,399
Q3UZZ6,Cytoplasm,S,295
P0CX36,Cytoplasm,S,261
P0CX34,Cytoplasm,S,63
P0CX35,Cytoplasm,S,261
P0CX33,Cytoplasm,S,63
P0CX30,Cytoplasm,S,145
P0CX39,Cytoplasm,S,200
Q12751,Cytoplasm,S,981
P62158,Cytoplasm,S,149
Q0CRX8,Cytoplasm,S,141
E9PT87,Cytoplasm,S,786
P14315-2,Cytoplasm,S,272
Q8K0T2,Cytoplasm,S,351
O43307,Cytoplasm,S,516
Q2LE78,Cytoplasm,S,529
Q9NUV9,Cytoplasm,S,329
O43303,Cytoplasm,S,1012
Q6AXZ5,Cytoplasm,S,440
Q8T135,Cytoplasm,S,990
P97434,Cytoplasm,S,1024
Q9GV41,Cytoplasm,S,276
F4IIU4,Cytoplasm,S,1708
Q09HN1,Cytoplasm,S,154
Q96DG6,Cytoplasm,S,245
Q24145,Cytoplasm,S,939
P07259,Cytoplasm,S,2214
Q9SKE2,Cytoplasm,S,575
Q9FV49,Cytoplasm,S,441
Q9UT96,Cytoplasm,S,575
Q9Y2I6,Cytoplasm,S,1382
P63301,Cytoplasm,S,88
Q54HG2,Cytoplasm,S,444
Q2V2M9,Cytoplasm,S,1422
Q2V2M9-4,Cytoplasm,S,1622
O42844,Cytoplasm,S,504
O65902,Cytoplasm,S,476
Q9W1I9,Cytoplasm,S,455
Q54NW4,Cytoplasm,S,553
Q8STE5,Cytoplasm,S,731
P0CV94,Cytoplasm,S,519
P38620,Cytoplasm,S,318
P38623,Cytoplasm,S,610
P38990,Cytoplasm,S,1142
P23403,Cytoplasm,S,119
P38627,Cytoplasm,S,578
Q96VB9,Cytoplasm,S,701
P38998,Cytoplasm,S,373
Q12756,Cytoplasm,S,1690
Q9SUW2,Cytoplasm,S,183
Q8ND56,Cytoplasm,S,463
P0CW40,Cytoplasm,S,589
Q99943,Endoplasmic.reticulum,M,283
Q8TED4,Endoplasmic.reticulum,M,501
Q7X911,Endoplasmic.reticulum,M,593
Q9DAV9,Endoplasmic.reticulum,M,292
P40557,Endoplasmic.reticulum,M,701
P40499,Endoplasmic.reticulum,M,491
Q6QLL4,Endoplasmic.reticulum,M,300
O94680,Endoplasmic.reticulum,M,632
Q96JJ7,Endoplasmic.reticulum,M,454
P18031,Endoplasmic.reticulum,M,435
O94520,Endoplasmic.reticulum,M,193
P35441,Endoplasmic.reticulum,U,1170
P38694,Endoplasmic.reticulum,U,644
Q9D1Q6,Endoplasmic.reticulum,S,406
Q99287,Endoplasmic.reticulum,M,776
P38755,Endoplasmic.reticulum,M,437
Q8R1W2,Endoplasmic.reticulum,M,324
Q8TFH3,Endoplasmic.reticulum,M,309
Q7TNK0,Endoplasmic.reticulum,M,453
Q9NUD9,Endoplasmic.reticulum,M,493
O14213,Endoplasmic.reticulum,U,380
Q9FFS0,Endoplasmic.reticulum,M,257
P05177,Endoplasmic.reticulum,M,515
P38435,Endoplasmic.reticulum,M,758
P38272,Endoplasmic.reticulum,M,425
Q60GF7,Endoplasmic.reticulum,M,252
Q9P7B3,Endoplasmic.reticulum,M,881
Q8GXV5,Endoplasmic.reticulum,U,298
Q06107,Endoplasmic.reticulum,M,315
P49333,Endoplasmic.reticulum,M,738
Q9LQP8,Endoplasmic.reticulum,U,478
P38888,Endoplasmic.reticulum,S,796
Q6A152,Endoplasmic.reticulum,M,507
Q12372,Endoplasmic.reticulum,M,583
Q9UBM7,Endoplasmic.reticulum,M,475
Q08986,Endoplasmic.reticulum,M,587
Q6P179,Endoplasmic.reticulum,M,960
Q96LT4,Endoplasmic.reticulum,M,415
Q12520,Endoplasmic.reticulum,M,339
Q570B4,Endoplasmic.reticulum,M,550
O42944,Endoplasmic.reticulum,M,372
Q7M3I4,Endoplasmic.reticulum,M,292
Q86YB8,Endoplasmic.reticulum,M,467
P38307,Endoplasmic.reticulum,M,211
O14193,Endoplasmic.reticulum,M,192
Q80WQ6,Endoplasmic.reticulum,M,827
Q8BLF1,Endoplasmic.reticulum,M,408
Q9GZR5,Endoplasmic.reticulum,M,314
Q10084,Endoplasmic.reticulum,M,546
Q0WPQ2,Endoplasmic.reticulum,M,773
Q9SXC9,Endoplasmic.reticulum,M,574
O00767,Endoplasmic.reticulum,M,359
Q9P7P0,Endoplasmic.reticulum,M,675
P47026,Endoplasmic.reticulum,M,490
Q5RJY4,Endoplasmic.reticulum,M,325
Q9Y876,Endoplasmic.reticulum,M,215
Q7XI45,Endoplasmic.reticulum,M,112
P39719,Endoplasmic.reticulum,M,783
O09101,Endoplasmic.reticulum,M,219
Q9FMY1,Endoplasmic.reticulum,M,559
Q10061,Endoplasmic.reticulum,S,848
Q70UQ0,Endoplasmic.reticulum,M,350
P53938,Endoplasmic.reticulum,M,366
Q86SQ9,Endoplasmic.reticulum,M,333
O74750,Endoplasmic.reticulum,M,316
Q9AST3,Endoplasmic.reticulum,M,259
Q9JHP7,Endoplasmic.reticulum,S,502
Q8VY97,Endoplasmic.reticulum,M,202
Q8VY98,Endoplasmic.reticulum,M,266
Q5VV42,Endoplasmic.reticulum,M,579
F4HTM3,Endoplasmic.reticulum,M,852
Q4N4N8,Endoplasmic.reticulum,M,220
O60613,Endoplasmic.reticulum,S,162
O59712,Endoplasmic.reticulum,M,867
Q8GW19,Endoplasmic.reticulum,M,311
Q9BRL7,Endoplasmic.reticulum,M,303
Q12015,Endoplasmic.reticulum,M,292
Q91WG0,Endoplasmic.reticulum,U,561
Q9M0Z6,Endoplasmic.reticulum,U,176
Q4V3C9,Endoplasmic.reticulum,M,481
A1L3X0,Endoplasmic.reticulum,M,281
P53847,Endoplasmic.reticulum,M,754
Q9UTN7,Endoplasmic.reticulum,M,178
P53337,Endoplasmic.reticulum,M,310
Q9JLA3,Endoplasmic.reticulum,S,1551
P46313,Endoplasmic.reticulum,M,383
Q8BK48,Endoplasmic.reticulum,U,559
Q6R0J2,Endoplasmic.reticulum,M,292
Q9TW32,Endoplasmic.reticulum,U,197
Q9BV94,Endoplasmic.reticulum,S,578
P16474,Endoplasmic.reticulum,S,682
P62651,Endoplasmic.reticulum,M,68
F4HVJ3,Endoplasmic.reticulum,M,624
Q9NWW5,Endoplasmic.reticulum,M,311
Q2L6L1,Endoplasmic.reticulum,U,187
P38717,Endoplasmic.reticulum,M,1229
Q9Y7T6,Endoplasmic.reticulum,M,504
Q9JJJ7,Endoplasmic.reticulum,M,461
Q9BY08,Endoplasmic.reticulum,M,206
P38138,Endoplasmic.reticulum,U,954
Q3E790,Endoplasmic.reticulum,M,80
O94905,Endoplasmic.reticulum,M,339
O22898,Endoplasmic.reticulum,U,660
Q99PG0,Endoplasmic.reticulum,M,398
Q03579,Endoplasmic.reticulum,M,150
Q8VY69,Endoplasmic.reticulum,M,217
Q03714,Endoplasmic.reticulum,M,838
Q8L638,Endoplasmic.reticulum,M,509
Q9DAU1,Endoplasmic.reticulum,U,276
Q9P6R5,Endoplasmic.reticulum,M,371
Q8HZR1,Endoplasmic.reticulum,M,603
Q9LYQ4,Endoplasmic.reticulum,M,216
Q6E213,Endoplasmic.reticulum,M,333
Q9P8E3,Endoplasmic.reticulum,M,479
Q969S6,Endoplasmic.reticulum,M,136
O35052,Endoplasmic.reticulum,M,461
P80365,Endoplasmic.reticulum,U,405
O74818,Endoplasmic.reticulum,U,497
Q96Q80,Endoplasmic.reticulum,M,235
P25580,Endoplasmic.reticulum,M,416
Q94IB8,Endoplasmic.reticulum,M,482
Q08227,Endoplasmic.reticulum,M,384
O76062,Endoplasmic.reticulum,M,418
Q9P003,Endoplasmic.reticulum,M,139
P38875,Endoplasmic.reticulum,M,610
Q91W90,Endoplasmic.reticulum,S,417
Q8S948,Endoplasmic.reticulum,U,406
P53073,Endoplasmic.reticulum,M,190
Q12205,Endoplasmic.reticulum,M,849
P70227,Endoplasmic.reticulum,M,2670
Q9NZV5-2,Endoplasmic.reticulum,M,556
Q9Z0F5,Endoplasmic.reticulum,M,298
Q9M2U2,Endoplasmic.reticulum,M,310
Q9C5U2,Endoplasmic.reticulum,M,1176
Q9C5U0,Endoplasmic.reticulum,M,1080
O13663,Endoplasmic.reticulum,M,918
Q10182,Endoplasmic.reticulum,M,172
Q6EV70,Endoplasmic.reticulum,U,395
P49858,Endoplasmic.reticulum,M,144
P40004,Endoplasmic.reticulum,M,342
Q86TL2,Endoplasmic.reticulum,M,294
Q6INX3,Endoplasmic.reticulum,M,276
Q9W5D4,Endoplasmic.reticulum,M,765
Q38870,Endoplasmic.reticulum,M,646
Q8WMV1,Endoplasmic.reticulum,M,418
Q12443,Endoplasmic.reticulum,M,393
P28791,Endoplasmic.reticulum,M,383
Q9BTX3,Endoplasmic.reticulum,M,173
Q9NYU1,Endoplasmic.reticulum,S,1516
Q9NYU2,Endoplasmic.reticulum,S,1555
O04153,Endoplasmic.reticulum,S,424
Q9SIX1,Endoplasmic.reticulum,M,512
O49434,Endoplasmic.reticulum,U,525
O13917,Endoplasmic.reticulum,U,206
Q04958,Endoplasmic.reticulum,M,1679
Q8NBL1,Endoplasmic.reticulum,S,392
Q5JPE7,Endoplasmic.reticulum,M,1267
Q9BUN8,Endoplasmic.reticulum,M,251
Q9UBS4,Endoplasmic.reticulum,S,358
O75460,Endoplasmic.reticulum,M,977
Q9C0U9,Endoplasmic.reticulum,M,570
Q7L1T6,Endoplasmic.reticulum,U,521
Q12743,Endoplasmic.reticulum,M,341
Q12745,Endoplasmic.reticulum,M,709
Q9XF43,Endoplasmic.reticulum,M,497
Q9P381,Endoplasmic.reticulum,M,439
P52194,Endoplasmic.reticulum,M,611
P52193,Endoplasmic.reticulum,S,417
Q9C0Y5,Endoplasmic.reticulum,M,1396
Q9SUT9,Endoplasmic.reticulum,M,271
